"Probes","Chr","Pos","deltaBeta","absDeltaBeta","DNAm_Effect","Author","Syndrome"
"cg07241675","chr7",99067143,-0.312321058934517,0.312321058934517,"Loss","Weksberg","Sotos"
"cg08889009","chr15",59157123,-0.312305736059933,0.312305736059933,"Loss","Weksberg","Sotos"
"cg01306824","chr17",77834118,-0.308978281334842,0.308978281334842,"Loss","Weksberg","Sotos"
"cg06891815","chr6",32165237,-0.305659194117647,0.305659194117647,"Loss","Weksberg","Sotos"
"cg27206976","chr22",50738315,-0.30739838745838,0.30739838745838,"Loss","Weksberg","Sotos"
"cg01960748","chr1",24522592,-0.312010277824639,0.312010277824639,"Loss","Weksberg","Sotos"
"cg24720008","chr10",44788044,-0.31215284672586,0.31215284672586,"Loss","Weksberg","Sotos"
"cg16351246","chr13",20751345,-0.307154709345172,0.307154709345172,"Loss","Weksberg","Sotos"
"cg01601573","chr4",144256835,-0.31161829700333,0.31161829700333,"Loss","Weksberg","Sotos"
"cg24466377","chr19",46268509,-0.303770914095449,0.303770914095449,"Loss","Weksberg","Sotos"
"cg27522367","chr12",50497732,-0.311914570477248,0.311914570477248,"Loss","Weksberg","Sotos"
"cg13344095","chr6",26233352,-0.311890795260821,0.311890795260821,"Loss","Weksberg","Sotos"
"cg27469738","chr10",99338074,-0.311851036071032,0.311851036071032,"Loss","Weksberg","Sotos"
"cg22243109","chr17",75789365,-0.311828268368479,0.311828268368479,"Loss","Weksberg","Sotos"
"cg04731038","chr17",48858636,-0.309749346281909,0.309749346281909,"Loss","Weksberg","Sotos"
"cg21391046","chr4",183935233,-0.310068273584906,0.310068273584906,"Loss","Weksberg","Sotos"
"cg16390049","chr6",32165089,-0.30048499841629,0.30048499841629,"Loss","Weksberg","Sotos"
"cg19628964","chr6",28830011,-0.308254241620422,0.308254241620422,"Loss","Weksberg","Sotos"
"cg21489266","chr3",46619131,-0.310542328190899,0.310542328190899,"Loss","Weksberg","Sotos"
"cg05134926","chr18",30349111,-0.308790448279689,0.308790448279689,"Loss","Weksberg","Sotos"
"cg09517873","chr1",12656315,-0.311385334073252,0.311385334073252,"Loss","Weksberg","Sotos"
"cg14457311","chr17",48698799,-0.307279613429523,0.307279613429523,"Loss","Weksberg","Sotos"
"cg00592643","chr20",11870769,-0.306207737624861,0.306207737624861,"Loss","Weksberg","Sotos"
"cg24723561","chr1",234367586,-0.311172753052164,0.311172753052164,"Loss","Weksberg","Sotos"
"cg08250742","chr17",47651453,-0.311161652386237,0.311161652386237,"Loss","Weksberg","Sotos"
"cg18092474","chr15",75019302,-0.303885411538462,0.303885411538462,"Loss","Weksberg","Sotos"
"cg01869233","chr20",6035139,-0.310421769478357,0.310421769478357,"Loss","Weksberg","Sotos"
"cg03879180","chr2",24713283,-0.306159250832408,0.306159250832408,"Loss","Weksberg","Sotos"
"cg07726287","chr16",84318109,-0.308898327968923,0.308898327968923,"Loss","Weksberg","Sotos"
"cg18533225","chr22",50986813,-0.31026101809101,0.31026101809101,"Loss","Weksberg","Sotos"
"cg04169774","chr2",239198437,-0.308457036847947,0.308457036847947,"Loss","Weksberg","Sotos"
"cg18062205","chr20",49630819,-0.304947862264151,0.304947862264151,"Loss","Weksberg","Sotos"
"cg27454064","chr12",64215611,-0.30445749445061,0.30445749445061,"Loss","Weksberg","Sotos"
"cg14170358","chr2",88527345,-0.310877120421754,0.310877120421754,"Loss","Weksberg","Sotos"
"cg09906233","chr4",2341263,-0.310011723751387,0.310011723751387,"Loss","Weksberg","Sotos"
"cg21461564","chr8",63999030,-0.306998091675916,0.306998091675916,"Loss","Weksberg","Sotos"
"cg06766016","chr1",45278971,-0.303458394117647,0.303458394117647,"Loss","Weksberg","Sotos"
"cg03021802","chr8",21923841,-0.310140394228635,0.310140394228635,"Loss","Weksberg","Sotos"
"cg04143909","chr1",234367322,-0.31062981709212,0.31062981709212,"Loss","Weksberg","Sotos"
"cg02172058","chr17",58499911,-0.309807044284129,0.309807044284129,"Loss","Weksberg","Sotos"
"cg00868766","chr15",40364524,-0.303369895338513,0.303369895338513,"Loss","Weksberg","Sotos"
"cg22572476","chr6",28601324,-0.31053342008879,0.31053342008879,"Loss","Weksberg","Sotos"
"cg08952407","chr5",42756860,-0.309963212874584,0.309963212874584,"Loss","Weksberg","Sotos"
"cg06468108","chr2",173539091,-0.298808149278579,0.298808149278579,"Loss","Weksberg","Sotos"
"cg19910200","chr19",55888150,-0.310474101886792,0.310474101886792,"Loss","Weksberg","Sotos"
"cg03517083","chr16",75569527,-0.297332919922309,0.297332919922309,"Loss","Weksberg","Sotos"
"cg14283328","chr11",66823587,-0.310357933296337,0.310357933296337,"Loss","Weksberg","Sotos"
"cg03115048","chr1",152077402,-0.306396507880133,0.306396507880133,"Loss","Weksberg","Sotos"
"cg15534366","chr20",59826207,-0.306383211986682,0.306383211986682,"Loss","Weksberg","Sotos"
"cg26687119","chr1",156828442,-0.309094503329634,0.309094503329634,"Loss","Weksberg","Sotos"
"cg03961824","chr8",82530967,-0.302731304772475,0.302731304772475,"Loss","Weksberg","Sotos"
"cg10838157","chr15",27819662,-0.302024792674806,0.302024792674806,"Loss","Weksberg","Sotos"
"cg12432038","chr1",247275735,-0.308304470588235,0.308304470588235,"Loss","Weksberg","Sotos"
"cg09101902","chr10",49863809,-0.307574111875694,0.307574111875694,"Loss","Weksberg","Sotos"
"cg20031364","chr17",36731152,-0.307355149056604,0.307355149056604,"Loss","Weksberg","Sotos"
"cg27357306","chr10",63657059,-0.308418108901221,0.308418108901221,"Loss","Weksberg","Sotos"
"cg22451657","chr1",6558088,-0.303137142619312,0.303137142619312,"Loss","Weksberg","Sotos"
"cg13404038","chr9",126123344,-0.308448631409545,0.308448631409545,"Loss","Weksberg","Sotos"
"cg08812802","chr12",49686619,-0.309802927746948,0.309802927746948,"Loss","Weksberg","Sotos"
"cg01309213","chr16",331821,-0.303374889900111,0.303374889900111,"Loss","Weksberg","Sotos"
"cg14476334","chr1",1100557,-0.307653831298557,0.307653831298557,"Loss","Weksberg","Sotos"
"cg21716282","chr3",127634587,-0.309707996004439,0.309707996004439,"Loss","Weksberg","Sotos"
"cg14724749","chr19",51774592,-0.304514710210877,0.304514710210877,"Loss","Weksberg","Sotos"
"cg02024846","chr9",99382466,-0.298519010432852,0.298519010432852,"Loss","Weksberg","Sotos"
"cg24263062","chr20",2730191,-0.309618082241953,0.309618082241953,"Loss","Weksberg","Sotos"
"cg02834449","chr16",85786110,-0.309610095338513,0.309610095338513,"Loss","Weksberg","Sotos"
"cg15638292","chr11",76849451,-0.309094051498335,0.309094051498335,"Loss","Weksberg","Sotos"
"cg24694702","chr12",119617656,-0.299592182130966,0.299592182130966,"Loss","Weksberg","Sotos"
"cg25985355","chr7",65971099,-0.309558317780244,0.309558317780244,"Loss","Weksberg","Sotos"
"cg24517467","chr7",155284331,-0.300540436859046,0.300540436859046,"Loss","Weksberg","Sotos"
"cg14160968","chr4",77723057,-0.303435019644839,0.303435019644839,"Loss","Weksberg","Sotos"
"cg14320626","chr4",3746025,-0.304701256936737,0.304701256936737,"Loss","Weksberg","Sotos"
"cg12130768","chr17",9550545,-0.307425038068812,0.307425038068812,"Loss","Weksberg","Sotos"
"cg21062347","chr11",62783543,-0.305657437402886,0.305657437402886,"Loss","Weksberg","Sotos"
"cg21051964","chr12",58022620,-0.305267349944506,0.305267349944506,"Loss","Weksberg","Sotos"
"cg03547924","chr20",34025927,-0.304506411098779,0.304506411098779,"Loss","Weksberg","Sotos"
"cg22550309","chr3",46875360,-0.297248486126526,0.297248486126526,"Loss","Weksberg","Sotos"
"cg15770575","chr22",42760647,-0.30782167536071,0.30782167536071,"Loss","Weksberg","Sotos"
"cg00737841","chr10",130726624,-0.309141803773585,0.309141803773585,"Loss","Weksberg","Sotos"
"cg08035479","chr8",58172643,-0.299539221864595,0.299539221864595,"Loss","Weksberg","Sotos"
"cg26477792","chr6",30095277,-0.306245279944506,0.306245279944506,"Loss","Weksberg","Sotos"
"cg21936959","chr11",68782049,-0.308023407880133,0.308023407880133,"Loss","Weksberg","Sotos"
"cg13666323","chrX",8751190,-0.300184632319645,0.300184632319645,"Loss","Weksberg","Sotos"
"cg02141929","chr16",56681544,-0.306628883129856,0.306628883129856,"Loss","Weksberg","Sotos"
"cg13744039","chr3",184475074,-0.306091549500555,0.306091549500555,"Loss","Weksberg","Sotos"
"cg09259081","chr16",84538889,-0.302703621376249,0.302703621376249,"Loss","Weksberg","Sotos"
"cg03484180","chr3",49967517,-0.298876823318535,0.298876823318535,"Loss","Weksberg","Sotos"
"cg21434046","chr18",56435611,-0.308339386348502,0.308339386348502,"Loss","Weksberg","Sotos"
"cg14759277","chr17",48674158,-0.30881492763596,0.30881492763596,"Loss","Weksberg","Sotos"
"cg26608305","chr11",925416,-0.3042108763596,0.3042108763596,"Loss","Weksberg","Sotos"
"cg23823894","chr8",11471881,-0.304584338956715,0.304584338956715,"Loss","Weksberg","Sotos"
"cg18706028","chr11",6292490,-0.303934220532741,0.303934220532741,"Loss","Weksberg","Sotos"
"cg25606780","chr3",47397852,-0.300119830077691,0.300119830077691,"Loss","Weksberg","Sotos"
"cg27483455","chr12",50475360,-0.302544319977802,0.302544319977802,"Loss","Weksberg","Sotos"
"cg13125537","chr17",7037323,-0.306374598335183,0.306374598335183,"Loss","Weksberg","Sotos"
"cg27491557","chr6",3165885,-0.302600639844617,0.302600639844617,"Loss","Weksberg","Sotos"
"cg08134856","chr1",26233709,-0.308525619644839,0.308525619644839,"Loss","Weksberg","Sotos"
"cg25541708","chr5",179817027,-0.302035045615982,0.302035045615982,"Loss","Weksberg","Sotos"
"cg11348165","chr1",27189270,-0.307228328856826,0.307228328856826,"Loss","Weksberg","Sotos"
"cg01161644","chr16",28270238,-0.308324468812431,0.308324468812431,"Loss","Weksberg","Sotos"
"cg02605996","chr3",148664754,-0.295146878024417,0.295146878024417,"Loss","Weksberg","Sotos"
"cg09552892","chr10",88718274,-0.307047790344062,0.307047790344062,"Loss","Weksberg","Sotos"
"cg20941258","chr3",46618668,-0.305719725860155,0.305719725860155,"Loss","Weksberg","Sotos"
"cg13948430","chr2",132152960,-0.300774660044395,0.300774660044395,"Loss","Weksberg","Sotos"
"cg23009355","chr11",68451396,-0.30166259600444,0.30166259600444,"Loss","Weksberg","Sotos"
"cg01440864","chr17",44892087,-0.301142278024417,0.301142278024417,"Loss","Weksberg","Sotos"
"cg22496723","chr22",36960779,-0.307386054384018,0.307386054384018,"Loss","Weksberg","Sotos"
"cg01862363","chr17",8928028,-0.306164817735849,0.306164817735849,"Loss","Weksberg","Sotos"
"cg25341560","chr19",35530755,-0.306577281132075,0.306577281132075,"Loss","Weksberg","Sotos"
"cg26182859","chr1",153762201,-0.306608241498335,0.306608241498335,"Loss","Weksberg","Sotos"
"cg00274965","chr21",34405681,-0.306481993052164,0.306481993052164,"Loss","Weksberg","Sotos"
"cg07455790","chr6",31650735,-0.307700736514983,0.307700736514983,"Loss","Weksberg","Sotos"
"cg03671431","chr18",61604367,-0.307682271698113,0.307682271698113,"Loss","Weksberg","Sotos"
"cg21151061","chr12",50498016,-0.307671534961154,0.307671534961154,"Loss","Weksberg","Sotos"
"cg00034101","chr1",40098595,-0.302029877358491,0.302029877358491,"Loss","Weksberg","Sotos"
"cg06588556","chr11",18477299,-0.2933661763596,0.2933661763596,"Loss","Weksberg","Sotos"
"cg20048521","chr6",74072242,-0.303244199445061,0.303244199445061,"Loss","Weksberg","Sotos"
"cg06710596","chr19",36024279,-0.302871705882353,0.302871705882353,"Loss","Weksberg","Sotos"
"cg24049888","chr11",111250129,-0.307002845028857,0.307002845028857,"Loss","Weksberg","Sotos"
"cg16749456","chr19",49699879,-0.302351325305216,0.302351325305216,"Loss","Weksberg","Sotos"
"cg21597025","chr3",142837564,-0.307457894339623,0.307457894339623,"Loss","Weksberg","Sotos"
"cg21714557","chr13",113776873,-0.300611832630411,0.300611832630411,"Loss","Weksberg","Sotos"
"cg26536593","chr1",247242539,-0.305866786903441,0.305866786903441,"Loss","Weksberg","Sotos"
"cg17204557","chr2",121223909,-0.302493656492786,0.302493656492786,"Loss","Weksberg","Sotos"
"cg12207153","chr1",38519255,-0.307173916537181,0.307173916537181,"Loss","Weksberg","Sotos"
"cg19250304","chr10",3215771,-0.303955601109878,0.303955601109878,"Loss","Weksberg","Sotos"
"cg13083129","chr19",1311811,-0.307077915316315,0.307077915316315,"Loss","Weksberg","Sotos"
"cg27503360","chr17",43890749,-0.307060193007769,0.307060193007769,"Loss","Weksberg","Sotos"
"cg13016619","chr2",527786,-0.294186722974473,0.294186722974473,"Loss","Weksberg","Sotos"
"cg13641043","chr17",43198610,-0.302596279267481,0.302596279267481,"Loss","Weksberg","Sotos"
"cg17842821","chr5",1834682,-0.303670203440622,0.303670203440622,"Loss","Weksberg","Sotos"
"cg00108349","chr13",24914657,-0.304459145172031,0.304459145172031,"Loss","Weksberg","Sotos"
"cg18376352","chr19",18706136,-0.305976721198668,0.305976721198668,"Loss","Weksberg","Sotos"
"cg01001533","chr10",44184868,-0.302149306437292,0.302149306437292,"Loss","Weksberg","Sotos"
"cg21700780","chr8",2004050,-0.305649264150943,0.305649264150943,"Loss","Weksberg","Sotos"
"cg09768983","chr4",183935060,-0.306495867591565,0.306495867591565,"Loss","Weksberg","Sotos"
"cg02049405","chr6",30095265,-0.303995114095449,0.303995114095449,"Loss","Weksberg","Sotos"
"cg14434213","chr8",38508780,-0.302488279689234,0.302488279689234,"Loss","Weksberg","Sotos"
"cg14785609","chr1",157948816,-0.305902198435072,0.305902198435072,"Loss","Weksberg","Sotos"
"cg09636313","chr16",89070025,-0.295629186903441,0.295629186903441,"Loss","Weksberg","Sotos"
"cg25604594","chr10",99338188,-0.306309385238624,0.306309385238624,"Loss","Weksberg","Sotos"
"cg23467079","chr8",124219425,-0.306241083573807,0.306241083573807,"Loss","Weksberg","Sotos"
"cg11181985","chr9",90439888,-0.302640785793563,0.302640785793563,"Loss","Weksberg","Sotos"
"cg25423077","chr18",59221601,-0.294371356447964,0.294371356447964,"Loss","Weksberg","Sotos"
"cg00095526","chr1",201081686,-0.304859698890122,0.304859698890122,"Loss","Weksberg","Sotos"
"cg15414745","chr6",74064047,-0.293996346170921,0.293996346170921,"Loss","Weksberg","Sotos"
"cg24261333","chr11",73357019,-0.306084881354051,0.306084881354051,"Loss","Weksberg","Sotos"
"cg18460422","chr6",32063553,-0.298535239733629,0.298535239733629,"Loss","Weksberg","Sotos"
"cg16894439","chr1",228634806,-0.296846693784684,0.296846693784684,"Loss","Weksberg","Sotos"
"cg23335299","chr15",90291756,-0.305982798190899,0.305982798190899,"Loss","Weksberg","Sotos"
"cg10958002","chr3",12200324,-0.305935137957825,0.305935137957825,"Loss","Weksberg","Sotos"
"cg14995475","chr19",6534774,-0.293079948057714,0.293079948057714,"Loss","Weksberg","Sotos"
"cg09506675","chr7",112727914,-0.305736598945616,0.305736598945616,"Loss","Weksberg","Sotos"
"cg15667844","chr10",112256729,-0.302286616870144,0.302286616870144,"Loss","Weksberg","Sotos"
"cg09795979","chr11",45308098,-0.305070876692564,0.305070876692564,"Loss","Weksberg","Sotos"
"cg27379787","chr2",239907658,-0.303601600110988,0.303601600110988,"Loss","Weksberg","Sotos"
"cg08537783","chr1",10795394,-0.303409254739179,0.303409254739179,"Loss","Weksberg","Sotos"
"cg19872936","chr14",76932055,-0.304770682796892,0.304770682796892,"Loss","Weksberg","Sotos"
"cg27331665","chr11",316456,-0.299596534339623,0.299596534339623,"Loss","Weksberg","Sotos"
"cg16971128","chr22",37499859,-0.30201089245283,0.30201089245283,"Loss","Weksberg","Sotos"
"cg15042332","chr6",123100722,-0.302909038845727,0.302909038845727,"Loss","Weksberg","Sotos"
"cg19414967","chr8",49468296,-0.303327497114317,0.303327497114317,"Loss","Weksberg","Sotos"
"cg08922729","chr1",21913557,-0.303796415649279,0.303796415649279,"Loss","Weksberg","Sotos"
"cg00270625","chr22",51017019,-0.294252617980022,0.294252617980022,"Loss","Weksberg","Sotos"
"cg21767759","chr17",48154356,-0.303366293784684,0.303366293784684,"Loss","Weksberg","Sotos"
"cg08169827","chr1",32054766,-0.305382929922309,0.305382929922309,"Loss","Weksberg","Sotos"
"cg12758973","chr1",247694275,-0.305282447502775,0.305282447502775,"Loss","Weksberg","Sotos"
"cg19497444","chr11",2930794,-0.300469472697003,0.300469472697003,"Loss","Weksberg","Sotos"
"cg01759114","chr8",56494607,-0.296973588568257,0.296973588568257,"Loss","Weksberg","Sotos"
"cg24258347","chr11",13983851,-0.300685804439512,0.300685804439512,"Loss","Weksberg","Sotos"
"cg06260709","chr20",48626621,-0.305044847280799,0.305044847280799,"Loss","Weksberg","Sotos"
"cg26014401","chr22",25082111,-0.30463628290788,0.30463628290788,"Loss","Weksberg","Sotos"
"cg14892768","chr19",41725332,-0.304451761931188,0.304451761931188,"Loss","Weksberg","Sotos"
"cg23602058","chr17",48154061,-0.303468580688124,0.303468580688124,"Loss","Weksberg","Sotos"
"cg25926515","chr10",70321889,-0.30294213236404,0.30294213236404,"Loss","Weksberg","Sotos"
"cg03014829","chr7",55516872,-0.301554747835738,0.301554747835738,"Loss","Weksberg","Sotos"
"cg02150077","chr16",87098542,-0.300749106170921,0.300749106170921,"Loss","Weksberg","Sotos"
"cg04986934","chr17",39019908,-0.3011087427303,0.3011087427303,"Loss","Weksberg","Sotos"
"cg15682101","chr6",168773765,-0.300261906881243,0.300261906881243,"Loss","Weksberg","Sotos"
"cg03441844","chr1",161368947,-0.299914997702553,0.299914997702553,"Loss","Weksberg","Sotos"
"cg17768691","chr12",14720948,-0.302351165371809,0.302351165371809,"Loss","Weksberg","Sotos"
"cg10257870","chr5",78985484,-0.300917373917869,0.300917373917869,"Loss","Weksberg","Sotos"
"cg03127558","chr19",49223278,-0.302924418978912,0.302924418978912,"Loss","Weksberg","Sotos"
"cg08481464","chr10",77871618,-0.299142514317425,0.299142514317425,"Loss","Weksberg","Sotos"
"cg26516532","chr1",17475832,-0.304158492785794,0.304158492785794,"Loss","Weksberg","Sotos"
"cg13872005","chr2",105275613,-0.304086349922309,0.304086349922309,"Loss","Weksberg","Sotos"
"cg25125298","chr5",71853215,-0.303093329944506,0.303093329944506,"Loss","Weksberg","Sotos"
"cg07356483","chr10",99791663,-0.300158544617092,0.300158544617092,"Loss","Weksberg","Sotos"
"cg22523072","chr1",248300255,-0.297630273251942,0.297630273251942,"Loss","Weksberg","Sotos"
"cg09791746","chr19",1510494,-0.291688386126526,0.291688386126526,"Loss","Weksberg","Sotos"
"cg07740525","chr9",116861532,-0.303835239289678,0.303835239289678,"Loss","Weksberg","Sotos"
"cg12602851","chr6",76644222,-0.304365800665927,0.304365800665927,"Loss","Weksberg","Sotos"
"cg11213150","chr9",129884457,-0.304397105771365,0.304397105771365,"Loss","Weksberg","Sotos"
"cg11403027","chr5",42971411,-0.299245649056604,0.299245649056604,"Loss","Weksberg","Sotos"
"cg02213822","chr9",128985576,-0.302724544173141,0.302724544173141,"Loss","Weksberg","Sotos"
"cg20951444","chr1",33337112,-0.30437986581576,0.30437986581576,"Loss","Weksberg","Sotos"
"cg03340760","chr2",121071458,-0.299200057380688,0.299200057380688,"Loss","Weksberg","Sotos"
"cg03058346","chr1",91275170,-0.302572556603774,0.302572556603774,"Loss","Weksberg","Sotos"
"cg26298737","chr1",225964937,-0.294434188346282,0.294434188346282,"Loss","Weksberg","Sotos"
"cg24992471","chr17",47571963,-0.303470085238624,0.303470085238624,"Loss","Weksberg","Sotos"
"cg11885357","chr3",138152902,-0.303785658325792,0.303785658325792,"Loss","Weksberg","Sotos"
"cg04079760","chr16",68269694,-0.304243547014428,0.304243547014428,"Loss","Weksberg","Sotos"
"cg21950166","chr1",27189349,-0.303955622530522,0.303955622530522,"Loss","Weksberg","Sotos"
"cg23626733","chr1",2345398,-0.298424026859046,0.298424026859046,"Loss","Weksberg","Sotos"
"cg01382860","chr19",49700021,-0.301307269700333,0.301307269700333,"Loss","Weksberg","Sotos"
"cg11362935","chr11",111250201,-0.301758503007769,0.301758503007769,"Loss","Weksberg","Sotos"
"cg14847243","chr3",184104362,-0.299167713651498,0.299167713651498,"Loss","Weksberg","Sotos"
"cg19098932","chr1",2345152,-0.296558836226415,0.296558836226415,"Loss","Weksberg","Sotos"
"cg04752871","chr2",121412432,-0.30337523900111,0.30337523900111,"Loss","Weksberg","Sotos"
"cg03622666","chr16",49499091,-0.303979352164262,0.303979352164262,"Loss","Weksberg","Sotos"
"cg11434671","chr17",74524611,-0.300091612652608,0.300091612652608,"Loss","Weksberg","Sotos"
"cg19966745","chr10",134965215,-0.303511977358491,0.303511977358491,"Loss","Weksberg","Sotos"
"cg09163477","chr12",131190045,-0.303948561265261,0.303948561265261,"Loss","Weksberg","Sotos"
"cg07164191","chr5",177413628,-0.298994484017758,0.298994484017758,"Loss","Weksberg","Sotos"
"cg25502179","chr3",46875342,-0.29330392663707,0.29330392663707,"Loss","Weksberg","Sotos"
"cg21797718","chr6",34024416,-0.30274047136515,0.30274047136515,"Loss","Weksberg","Sotos"
"cg17105139","chr2",74729279,-0.30369248290788,0.30369248290788,"Loss","Weksberg","Sotos"
"cg26233253","chr22",31032613,-0.303480103551609,0.303480103551609,"Loss","Weksberg","Sotos"
"cg00647658","chr16",54227814,-0.303567595993341,0.303567595993341,"Loss","Weksberg","Sotos"
"cg08012287","chr11",66315298,-0.303436379689234,0.303436379689234,"Loss","Weksberg","Sotos"
"cg19146112","chr6",74072255,-0.296442412763596,0.296442412763596,"Loss","Weksberg","Sotos"
"cg00748494","chr13",23412343,-0.303412259667037,0.303412259667037,"Loss","Weksberg","Sotos"
"cg16768191","chr7",152592038,-0.300621445504994,0.300621445504994,"Loss","Weksberg","Sotos"
"cg12271415","chr19",56005437,-0.297369673806881,0.297369673806881,"Loss","Weksberg","Sotos"
"cg04585822","chr17",72916509,-0.301588242508324,0.301588242508324,"Loss","Weksberg","Sotos"
"cg00364956","chr17",33777219,-0.30329439600444,0.30329439600444,"Loss","Weksberg","Sotos"
"cg00697301","chr12",19936477,-0.300710035613208,0.300710035613208,"Loss","Weksberg","Sotos"
"cg17572255","chr12",50676705,-0.303270829966704,0.303270829966704,"Loss","Weksberg","Sotos"
"cg05376267","chr1",226075388,-0.302453510188679,0.302453510188679,"Loss","Weksberg","Sotos"
"cg06679334","chr17",35241844,-0.300712507391787,0.300712507391787,"Loss","Weksberg","Sotos"
"cg01343041","chr2",24397787,-0.30323625227525,0.30323625227525,"Loss","Weksberg","Sotos"
"cg11460035","chr11",94245224,-0.303234512652608,0.303234512652608,"Loss","Weksberg","Sotos"
"cg25478132","chr10",102854188,-0.301147567924528,0.301147567924528,"Loss","Weksberg","Sotos"
"cg05112555","chr17",71739385,-0.295237766925638,0.295237766925638,"Loss","Weksberg","Sotos"
"cg26664752","chr11",123940635,-0.292985729834906,0.292985729834906,"Loss","Weksberg","Sotos"
"cg04327247","chr9",100564659,-0.301206562708102,0.301206562708102,"Loss","Weksberg","Sotos"
"cg00463502","chr17",48912548,-0.303013112319645,0.303013112319645,"Loss","Weksberg","Sotos"
"cg22462726","chr3",184209261,-0.302961382130966,0.302961382130966,"Loss","Weksberg","Sotos"
"cg17401780","chr10",129949004,-0.300528324195338,0.300528324195338,"Loss","Weksberg","Sotos"
"cg00984540","chr7",155589293,-0.301514152164262,0.301514152164262,"Loss","Weksberg","Sotos"
"cg08272268","chr1",200380059,-0.299782464150943,0.299782464150943,"Loss","Weksberg","Sotos"
"cg02996583","chr8",142237188,-0.294774437895928,0.294774437895928,"Loss","Weksberg","Sotos"
"cg09693926","chr5",178547863,-0.293771377691454,0.293771377691454,"Loss","Weksberg","Sotos"
"cg12763978","chr6",28601519,-0.291969510987791,0.291969510987791,"Loss","Weksberg","Sotos"
"cg24690094","chr11",67383802,-0.294395130788013,0.294395130788013,"Loss","Weksberg","Sotos"
"cg11386011","chr6",32121156,-0.301996438623751,0.301996438623751,"Loss","Weksberg","Sotos"
"cg11166453","chr1",247681781,-0.301346530521643,0.301346530521643,"Loss","Weksberg","Sotos"
"cg05857999","chr6",31650760,-0.30273848609323,0.30273848609323,"Loss","Weksberg","Sotos"
"cg09481121","chr5",78985425,-0.299179395116537,0.299179395116537,"Loss","Weksberg","Sotos"
"cg20800117","chr1",7308366,-0.29715120654828,0.29715120654828,"Loss","Weksberg","Sotos"
"cg22445712","chr22",50738550,-0.298369283795782,0.298369283795782,"Loss","Weksberg","Sotos"
"cg01020079","chr12",51236704,-0.295031668923418,0.295031668923418,"Loss","Weksberg","Sotos"
"cg02625638","chr8",124218648,-0.302451468701443,0.302451468701443,"Loss","Weksberg","Sotos"
"cg24024528","chr12",59478783,-0.296523167480577,0.296523167480577,"Loss","Weksberg","Sotos"
"cg13067553","chr1",147782452,-0.30109335245283,0.30109335245283,"Loss","Weksberg","Sotos"
"cg07330481","chr17",37322330,-0.299596266370699,0.299596266370699,"Loss","Weksberg","Sotos"
"cg18556455","chr2",45178474,-0.29894172563818,0.29894172563818,"Loss","Weksberg","Sotos"
"cg19833103","chr13",47126551,-0.301373283129856,0.301373283129856,"Loss","Weksberg","Sotos"
"cg03880033","chr16",55866757,-0.287904807880133,0.287904807880133,"Loss","Weksberg","Sotos"
"cg01283332","chr5",1856932,-0.296871863596004,0.296871863596004,"Loss","Weksberg","Sotos"
"cg26931208","chr19",49244592,-0.297143517203108,0.297143517203108,"Loss","Weksberg","Sotos"
"cg22522920","chr12",50276512,-0.302174197780244,0.302174197780244,"Loss","Weksberg","Sotos"
"cg02206373","chr7",89841767,-0.30009590754717,0.30009590754717,"Loss","Weksberg","Sotos"
"cg04686778","chr11",64375218,-0.30214122563818,0.30214122563818,"Loss","Weksberg","Sotos"
"cg22573675","chr2",38762739,-0.301999375582686,0.301999375582686,"Loss","Weksberg","Sotos"
"cg09068286","chr5",179779115,-0.30001631709212,0.30001631709212,"Loss","Weksberg","Sotos"
"cg27302994","chr1",30240265,-0.296210166037736,0.296210166037736,"Loss","Weksberg","Sotos"
"cg26500033","chr6",166585954,-0.301949564705882,0.301949564705882,"Loss","Weksberg","Sotos"
"cg06590170","chr6",33969828,-0.293343643063263,0.293343643063263,"Loss","Weksberg","Sotos"
"cg10800953","chr3",184104380,-0.297060432429245,0.297060432429245,"Loss","Weksberg","Sotos"
"cg25308803","chr2",109746735,-0.301890312430633,0.301890312430633,"Loss","Weksberg","Sotos"
"cg15891218","chr14",61748354,-0.301865686015538,0.301865686015538,"Loss","Weksberg","Sotos"
"cg00639837","chr13",20711637,-0.290756469145394,0.290756469145394,"Loss","Weksberg","Sotos"
"cg16290689","chr13",31506685,-0.300002651498335,0.300002651498335,"Loss","Weksberg","Sotos"
"cg16686158","chr22",30476098,-0.297064055950226,0.297064055950226,"Loss","Weksberg","Sotos"
"cg17745234","chr22",37499649,-0.298543685127636,0.298543685127636,"Loss","Weksberg","Sotos"
"cg25966908","chr7",55516751,-0.298863671698113,0.298863671698113,"Loss","Weksberg","Sotos"
"cg10487067","chr1",40112140,-0.298590731409545,0.298590731409545,"Loss","Weksberg","Sotos"
"cg19552640","chr5",126627061,-0.301086550943396,0.301086550943396,"Loss","Weksberg","Sotos"
"cg17213154","chr11",8832956,-0.297705414650388,0.297705414650388,"Loss","Weksberg","Sotos"
"cg09119043","chr1",234367443,-0.300933080022198,0.300933080022198,"Loss","Weksberg","Sotos"
"cg14099457","chr3",49170794,-0.301589433740289,0.301589433740289,"Loss","Weksberg","Sotos"
"cg13214295","chr17",75789279,-0.301480874250832,0.301480874250832,"Loss","Weksberg","Sotos"
"cg13707623","chr20",57766574,-0.301550977469478,0.301550977469478,"Loss","Weksberg","Sotos"
